@/atom:SPCE/H   1       #"system.lt", line 15
$/bond:wat[804]/OH2   1610       #"system.lt", line 9
$/bond:wat[805]/OH1   1611       #"system.lt", line 8
$/bond:wat[805]/OH2   1612       #"system.lt", line 9
$/bond:wat[806]/OH1   1613       #"system.lt", line 8
$/bond:wat[806]/OH2   1614       #"system.lt", line 9
$/bond:wat[807]/OH1   1615       #"system.lt", line 8
$/bond:wat[807]/OH2   1616       #"system.lt", line 9
$/bond:wat[808]/OH1   1617       #"system.lt", line 8
$/bond:wat[808]/OH2   1618       #"system.lt", line 9
$/bond:wat[809]/OH1   1619       #"system.lt", line 8
$/bond:wat[809]/OH2   1620       #"system.lt", line 9
$/bond:wat[810]/OH1   1621       #"system.lt", line 8
$/bond:wat[810]/OH2   1622       #"system.lt", line 9
$/bond:wat[811]/OH1   1623       #"system.lt", line 8
$/bond:wat[811]/OH2   1624       #"system.lt", line 9
$/bond:wat[812]/OH1   1625       #"system.lt", line 8
$/bond:wat[812]/OH2   1626       #"system.lt", line 9
$/bond:wat[813]/OH1   1627       #"system.lt", line 8
$/bond:wat[813]/OH2   1628       #"system.lt", line 9
$/bond:wat[814]/OH1   1629       #"system.lt", line 8
$/bond:wat[814]/OH2   1630       #"system.lt", line 9
$/bond:wat[815]/OH1   1631       #"system.lt", line 8
$/bond:wat[815]/OH2   1632       #"system.lt", line 9
$/bond:wat[816]/OH1   1633       #"system.lt", line 8
$/bond:wat[816]/OH2   1634       #"system.lt", line 9
$/bond:wat[817]/OH1   1635       #"system.lt", line 8
$/bond:wat[817]/OH2   1636       #"system.lt", line 9
$/bond:wat[818]/OH1   1637       #"system.lt", line 8
$/bond:wat[818]/OH2   1638       #"system.lt", line 9
$/bond:wat[819]/OH1   1639       #"system.lt", line 8
$/bond:wat[819]/OH2   1640       #"system.lt", line 9
$/bond:wat[820]/OH1   1641       #"system.lt", line 8
$/bond:wat[820]/OH2   1642       #"system.lt", line 9
$/bond:wat[821]/OH1   1643       #"system.lt", line 8
$/bond:wat[821]/OH2   1644       #"system.lt", line 9
$/bond:wat[822]/OH1   1645       #"system.lt", line 8
$/bond:wat[822]/OH2   1646       #"system.lt", line 9
$/bond:wat[823]/OH1   1647       #"system.lt", line 8
$/bond:wat[823]/OH2   1648       #"system.lt", line 9
$/bond:wat[824]/OH1   1649       #"system.lt", line 8
$/bond:wat[824]/OH2   1650       #"system.lt", line 9
$/bond:wat[825]/OH1   1651       #"system.lt", line 8
$/bond:wat[825]/OH2   1652       #"system.lt", line 9
$/bond:wat[826]/OH1   1653       #"system.lt", line 8
$/bond:wat[826]/OH2   1654       #"system.lt", line 9
$/bond:wat[827]/OH1   1655       #"system.lt", line 8
$/bond:wat[827]/OH2   1656       #"system.lt", line 9
$/bond:wat[828]/OH1   1657       #"system.lt", line 8
$/bond:wat[828]/OH2   1658       #"system.lt", line 9
$/bond:wat[829]/OH1   1659       #"system.lt", line 8
$/bond:wat[829]/OH2   1660       #"system.lt", line 9
$/bond:wat[830]/OH1   1661       #"system.lt", line 8
$/bond:wat[830]/OH2   1662       #"system.lt", line 9
$/bond:wat[831]/OH1   1663       #"system.lt", line 8
$/bond:wat[831]/OH2   1664       #"system.lt", line 9
$/bond:wat[832]/OH1   1665       #"system.lt", line 8
$/bond:wat[832]/OH2   1666       #"system.lt", line 9
$/bond:wat[833]/OH1   1667       #"system.lt", line 8
$/bond:wat[833]/OH2   1668       #"system.lt", line 9
$/bond:wat[834]/OH1   1669       #"system.lt", line 8
$/bond:wat[834]/OH2   1670       #"system.lt", line 9
$/bond:wat[835]/OH1   1671       #"system.lt", line 8
$/bond:wat[835]/OH2   1672       #"system.lt", line 9
$/bond:wat[836]/OH1   1673       #"system.lt", line 8
$/bond:wat[836]/OH2   1674       #"system.lt", line 9
$/bond:wat[837]/OH1   1675       #"system.lt", line 8
$/bond:wat[837]/OH2   1676       #"system.lt", line 9
$/bond:wat[838]/OH1   1677       #"system.lt", line 8
$/bond:wat[838]/OH2   1678       #"system.lt", line 9
$/bond:wat[839]/OH1   1679       #"system.lt", line 8
$/bond:wat[839]/OH2   1680       #"system.lt", line 9
$/bond:wat[840]/OH1   1681       #"system.lt", line 8
$/bond:wat[840]/OH2   1682       #"system.lt", line 9
$/bond:wat[841]/OH1   1683       #"system.lt", line 8
$/bond:wat[841]/OH2   1684       #"system.lt", line 9
$/bond:wat[842]/OH1   1685       #"system.lt", line 8
$/bond:wat[842]/OH2   1686       #"system.lt", line 9
$/bond:wat[843]/OH1   1687       #"system.lt", line 8
$/bond:wat[843]/OH2   1688       #"system.lt", line 9
$/bond:wat[844]/OH1   1689       #"system.lt", line 8
$/bond:wat[844]/OH2   1690       #"system.lt", line 9
$/bond:wat[845]/OH1   1691       #"system.lt", line 8
$/bond:wat[845]/OH2   1692       #"system.lt", line 9
$/bond:wat[846]/OH1   1693       #"system.lt", line 8
$/bond:wat[846]/OH2   1694       #"system.lt", line 9
$/bond:wat[847]/OH1   1695       #"system.lt", line 8
$/bond:wat[847]/OH2   1696       #"system.lt", line 9
$/bond:wat[848]/OH1   1697       #"system.lt", line 8
$/bond:wat[848]/OH2   1698       #"system.lt", line 9
$/bond:wat[849]/OH1   1699       #"system.lt", line 8
$/bond:wat[849]/OH2   1700       #"system.lt", line 9
$/bond:wat[850]/OH1   1701       #"system.lt", line 8
$/bond:wat[850]/OH2   1702       #"system.lt", line 9
$/bond:wat[851]/OH1   1703       #"system.lt", line 8
$/bond:wat[851]/OH2   1704       #"system.lt", line 9
$/bond:wat[852]/OH1   1705       #"system.lt", line 8
$/bond:wat[852]/OH2   1706       #"system.lt", line 9
$/bond:wat[853]/OH1   1707       #"system.lt", line 8
$/bond:wat[853]/OH2   1708       #"system.lt", line 9
$/bond:wat[854]/OH1   1709       #"system.lt", line 8
$/bond:wat[854]/OH2   1710       #"system.lt", line 9
$/bond:wat[855]/OH1   1711       #"system.lt", line 8
$/bond:wat[855]/OH2   1712       #"system.lt", line 9
$/bond:wat[856]/OH1   1713       #"system.lt", line 8
$/bond:wat[856]/OH2   1714       #"system.lt", line 9
$/bond:wat[857]/OH1   1715       #"system.lt", line 8
$/bond:wat[857]/OH2   1716       #"system.lt", line 9
$/bond:wat[858]/OH1   1717       #"system.lt", line 8
$/bond:wat[858]/OH2   1718       #"system.lt", line 9
$/bond:wat[859]/OH1   1719       #"system.lt", line 8
$/bond:wat[859]/OH2   1720       #"system.lt", line 9
$/bond:wat[860]/OH1   1721       #"system.lt", line 8
$/bond:wat[860]/OH2   1722       #"system.lt", line 9
$/bond:wat[861]/OH1   1723       #"system.lt", line 8
$/bond:wat[861]/OH2   1724       #"system.lt", line 9
$/bond:wat[862]/OH1   1725       #"system.lt", line 8
$/bond:wat[862]/OH2   1726       #"system.lt", line 9
$/bond:wat[863]/OH1   1727       #"system.lt", line 8
$/bond:wat[863]/OH2   1728       #"system.lt", line 9
$/bond:wat[864]/OH1   1729       #"system.lt", line 8
$/bond:wat[864]/OH2   1730       #"system.lt", line 9
$/bond:wat[865]/OH1   1731       #"system.lt", line 8
$/bond:wat[865]/OH2   1732       #"system.lt", line 9
$/bond:wat[866]/OH1   1733       #"system.lt", line 8
$/bond:wat[866]/OH2   1734       #"system.lt", line 9
$/bond:wat[867]/OH1   1735       #"system.lt", line 8
$/bond:wat[867]/OH2   1736       #"system.lt", line 9
$/bond:wat[868]/OH1   1737       #"system.lt", line 8
$/bond:wat[868]/OH2   1738       #"system.lt", line 9
$/bond:wat[869]/OH1   1739       #"system.lt", line 8
$/bond:wat[869]/OH2   1740       #"system.lt", line 9
$/bond:wat[870]/OH1   1741       #"system.lt", line 8
$/bond:wat[870]/OH2   1742       #"system.lt", line 9
$/bond:wat[871]/OH1   1743       #"system.lt", line 8
$/bond:wat[871]/OH2   1744       #"system.lt", line 9
$/bond:wat[872]/OH1   1745       #"system.lt", line 8
$/bond:wat[872]/OH2   1746       #"system.lt", line 9
$/bond:wat[873]/OH1   1747       #"system.lt", line 8
$/bond:wat[873]/OH2   1748       #"system.lt", line 9
$/bond:wat[874]/OH1   1749       #"system.lt", line 8
$/bond:wat[874]/OH2   1750       #"system.lt", line 9
$/bond:wat[875]/OH1   1751       #"system.lt", line 8
$/bond:wat[875]/OH2   1752       #"system.lt", line 9
$/bond:wat[876]/OH1   1753       #"system.lt", line 8
$/bond:wat[876]/OH2   1754       #"system.lt", line 9
$/bond:wat[877]/OH1   1755       #"system.lt", line 8
$/bond:wat[877]/OH2   1756       #"system.lt", line 9
$/bond:wat[878]/OH1   1757       #"system.lt", line 8
$/bond:wat[878]/OH2   1758       #"system.lt", line 9
$/bond:wat[879]/OH1   1759       #"system.lt", line 8
$/bond:wat[879]/OH2   1760       #"system.lt", line 9
$/bond:wat[880]/OH1   1761       #"system.lt", line 8
$/bond:wat[880]/OH2   1762       #"system.lt", line 9
$/bond:wat[881]/OH1   1763       #"system.lt", line 8
$/bond:wat[881]/OH2   1764       #"system.lt", line 9
$/bond:wat[882]/OH1   1765       #"system.lt", line 8
$/bond:wat[882]/OH2   1766       #"system.lt", line 9
$/bond:wat[883]/OH1   1767       #"system.lt", line 8
$/bond:wat[883]/OH2   1768       #"system.lt", line 9
$/bond:wat[884]/OH1   1769       #"system.lt", line 8
$/bond:wat[884]/OH2   1770       #"system.lt", line 9
$/bond:wat[885]/OH1   1771       #"system.lt", line 8
$/bond:wat[885]/OH2   1772       #"system.lt", line 9
$/bond:wat[886]/OH1   1773       #"system.lt", line 8
$/bond:wat[886]/OH2   1774       #"system.lt", line 9
$/bond:wat[887]/OH1   1775       #"system.lt", line 8
$/bond:wat[887]/OH2   1776       #"system.lt", line 9
$/bond:wat[888]/OH1   1777       #"system.lt", line 8
$/bond:wat[888]/OH2   1778       #"system.lt", line 9
$/bond:wat[889]/OH1   1779       #"system.lt", line 8
$/bond:wat[889]/OH2   1780       #"system.lt", line 9
$/bond:wat[890]/OH1   1781       #"system.lt", line 8
$/bond:wat[890]/OH2   1782       #"system.lt", line 9
$/bond:wat[891]/OH1   1783       #"system.lt", line 8
$/bond:wat[891]/OH2   1784       #"system.lt", line 9
$/bond:wat[892]/OH1   1785       #"system.lt", line 8
$/bond:wat[892]/OH2   1786       #"system.lt", line 9
$/bond:wat[893]/OH1   1787       #"system.lt", line 8
$/bond:wat[893]/OH2   1788       #"system.lt", line 9
$/bond:wat[894]/OH1   1789       #"system.lt", line 8
$/bond:wat[894]/OH2   1790       #"system.lt", line 9
$/bond:wat[895]/OH1   1791       #"system.lt", line 8
$/bond:wat[895]/OH2   1792       #"system.lt", line 9
$/bond:wat[896]/OH1   1793       #"system.lt", line 8
$/bond:wat[896]/OH2   1794       #"system.lt", line 9
$/bond:wat[897]/OH1   1795       #"system.lt", line 8
$/bond:wat[897]/OH2   1796       #"system.lt", line 9
$/bond:wat[898]/OH1   1797       #"system.lt", line 8
$/bond:wat[898]/OH2   1798       #"system.lt", line 9
$/bond:wat[899]/OH1   1799       #"system.lt", line 8
$/bond:wat[899]/OH2   1800       #"system.lt", line 9
$/bond:wat[900]/OH1   1801       #"system.lt", line 8
$/bond:wat[900]/OH2   1802       #"system.lt", line 9
$/angle:wat[0]/HOH   1       #"system.lt", line 12
$/angle:wat[1]/HOH   2       #"system.lt", line 12
$/angle:wat[2]/HOH   3       #"system.lt", line 12
$/angle:wat[3]/HOH   4       #"system.lt", line 12
$/angle:wat[4]/HOH   5       #"system.lt", line 12
$/angle:wat[5]/HOH   6       #"system.lt", line 12
$/angle:wat[6]/HOH   7       #"system.lt", line 12
$/angle:wat[7]/HOH   8       #"system.lt", line 12
$/angle:wat[8]/HOH   9       #"system.lt", line 12
$/angle:wat[9]/HOH   10       #"system.lt", line 12
$/angle:wat[10]/HOH   11       #"system.lt", line 12
$/angle:wat[11]/HOH   12       #"system.lt", line 12
$/angle:wat[12]/HOH   13       #"system.lt", line 12
$/angle:wat[13]/HOH   14       #"system.lt", line 12
$/angle:wat[14]/HOH   15       #"system.lt", line 12
$/angle:wat[15]/HOH   16       #"system.lt", line 12
$/angle:wat[16]/HOH   17       #"system.lt", line 12
$/angle:wat[17]/HOH   18       #"system.lt", line 12
$/angle:wat[18]/HOH   19       #"system.lt", line 12
$/angle:wat[19]/HOH   20       #"system.lt", line 12
$/angle:wat[20]/HOH   21       #"system.lt", line 12
$/angle:wat[21]/HOH   22       #"system.lt", line 12
$/angle:wat[22]/HOH   23       #"system.lt", line 12
$/angle:wat[23]/HOH   24       #"system.lt", line 12
$/angle:wat[24]/HOH   25       #"system.lt", line 12
$/angle:wat[25]/HOH   26       #"system.lt", line 12
$/angle:wat[26]/HOH   27       #"system.lt", line 12
$/angle:wat[27]/HOH   28       #"system.lt", line 12
$/angle:wat[28]/HOH   29       #"system.lt", line 12
$/angle:wat[29]/HOH   30       #"system.lt", line 12
$/angle:wat[30]/HOH   31       #"system.lt", line 12
$/angle:wat[31]/HOH   32       #"system.lt", line 12
$/angle:wat[32]/HOH   33       #"system.lt", line 12
$/angle:wat[33]/HOH   34       #"system.lt", line 12
$/angle:wat[34]/HOH   35       #"system.lt", line 12
$/angle:wat[35]/HOH   36       #"system.lt", line 12
$/angle:wat[36]/HOH   37       #"system.lt", line 12
$/angle:wat[37]/HOH   38       #"system.lt", line 12
$/angle:wat[38]/HOH   39       #"system.lt", line 12
$/angle:wat[39]/HOH   40       #"system.lt", line 12
$/angle:wat[40]/HOH   41       #"system.lt", line 12
$/angle:wat[41]/HOH   42       #"system.lt", line 12
$/angle:wat[42]/HOH   43       #"system.lt", line 12
$/angle:wat[43]/HOH   44       #"system.lt", line 12
$/angle:wat[44]/HOH   45       #"system.lt", line 12
$/angle:wat[45]/HOH   46       #"system.lt", line 12
$/angle:wat[46]/HOH   47       #"system.lt", line 12
$/angle:wat[47]/HOH   48       #"system.lt", line 12
$/angle:wat[48]/HOH   49       #"system.lt", line 12
$/angle:wat[49]/HOH   50       #"system.lt", line 12
$/angle:wat[50]/HOH   51       #"system.lt", line 12
$/angle:wat[51]/HOH   52       #"system.lt", line 12
$/angle:wat[52]/HOH   53       #"system.lt", line 12
$/angle:wat[53]/HOH   54       #"system.lt", line 12
$/angle:wat[54]/HOH   55       #"system.lt", line 12
$/angle:wat[55]/HOH   56       #"system.lt", line 12
$/angle:wat[56]/HOH   57       #"system.lt", line 12
$/angle:wat[57]/HOH   58       #"system.lt", line 12
$/angle:wat[58]/HOH   59       #"system.lt", line 12
$/angle:wat[59]/HOH   60       #"system.lt", line 12
$/angle:wat[60]/HOH   61       #"system.lt", line 12
$/angle:wat[61]/HOH   62       #"system.lt", line 12
$/angle:wat[62]/HOH   63       #"system.lt", line 12
$/angle:wat[63]/HOH   64       #"system.lt", line 12
$/angle:wat[64]/HOH   65       #"system.lt", line 12
$/angle:wat[65]/HOH   66       #"system.lt", line 12
$/angle:wat[66]/HOH   67       #"system.lt", line 12
$/angle:wat[67]/HOH   68       #"system.lt", line 12
$/angle:wat[68]/HOH   69       #"system.lt", line 12
$/angle:wat[69]/HOH   70       #"system.lt", line 12
$/angle:wat[70]/HOH   71       #"system.lt", line 12
$/angle:wat[71]/HOH   72       #"system.lt", line 12
$/angle:wat[72]/HOH   73       #"system.lt", line 12
$/angle:wat[73]/HOH   74       #"system.lt", line 12
$/angle:wat[74]/HOH   75       #"system.lt", line 12
$/angle:wat[75]/HOH   76       #"system.lt", line 12
$/angle:wat[76]/HOH   77       #"system.lt", line 12
$/angle:wat[77]/HOH   78       #"system.lt", line 12
$/angle:wat[78]/HOH   79       #"system.lt", line 12
$/angle:wat[79]/HOH   80       #"system.lt", line 12
$/angle:wat[80]/HOH   81       #"system.lt", line 12
$/angle:wat[81]/HOH   82       #"system.lt", line 12
$/angle:wat[82]/HOH   83       #"system.lt", line 12
$/angle:wat[83]/HOH   84       #"system.lt", line 12
$/angle:wat[84]/HOH   85       #"system.lt", line 12
$/angle:wat[85]/HOH   86       #"system.lt", line 12
$/angle:wat[86]/HOH   87       #"system.lt", line 12
$/angle:wat[87]/HOH   88       #"system.lt", line 12
$/angle:wat[88]/HOH   89       #"system.lt", line 12
$/angle:wat[89]/HOH   90       #"system.lt", line 12
$/angle:wat[90]/HOH   91       #"system.lt", line 12
$/angle:wat[91]/HOH   92       #"system.lt", line 12
$/angle:wat[92]/HOH   93       #"system.lt", line 12
$/angle:wat[93]/HOH   94       #"system.lt", line 12
$/angle:wat[94]/HOH   95       #"system.lt", line 12
$/angle:wat[95]/HOH   96       #"system.lt", line 12
$/angle:wat[96]/HOH   97       #"system.lt", line 12
$/angle:wat[97]/HOH   98       #"system.lt", line 12
$/angle:wat[98]/HOH   99       #"system.lt", line 12
$/angle:wat[99]/HOH   100       #"system.lt", line 12
$/angle:wat[100]/HOH   101       #"system.lt", line 12
$/angle:wat[101]/HOH   102       #"system.lt", line 12
$/angle:wat[102]/HOH   103       #"system.lt", line 12
$/angle:wat[103]/HOH   104       #"system.lt", line 12
$/angle:wat[104]/HOH   105       #"system.lt", line 12
$/angle:wat[105]/HOH   106       #"system.lt", line 12
$/angle:wat[106]/HOH   107       #"system.lt", line 12
$/angle:wat[107]/HOH   108       #"system.lt", line 12
$/angle:wat[108]/HOH   109       #"system.lt", line 12
$/angle:wat[109]/HOH   110       #"system.lt", line 12
$/angle:wat[110]/HOH   111       #"system.lt", line 12
$/angle:wat[111]/HOH   112       #"system.lt", line 12
$/angle:wat[112]/HOH   113       #"system.lt", line 12
$/angle:wat[113]/HOH   114       #"system.lt", line 12
$/angle:wat[114]/HOH   115       #"system.lt", line 12
$/angle:wat[115]/HOH   116       #"system.lt", line 12
$/angle:wat[116]/HOH   117       #"system.lt", line 12
$/angle:wat[117]/HOH   118       #"system.lt", line 12
$/angle:wat[118]/HOH   119       #"system.lt", line 12
$/angle:wat[119]/HOH   120       #"system.lt", line 12
$/angle:wat[120]/HOH   121       #"system.lt", line 12
$/angle:wat[121]/HOH   122       #"system.lt", line 12
$/angle:wat[122]/HOH   123       #"system.lt", line 12
$/angle:wat[123]/HOH   124       #"system.lt", line 12
$/angle:wat[124]/HOH   125       #"system.lt", line 12
$/angle:wat[125]/HOH   126       #"system.lt", line 12
$/angle:wat[126]/HOH   127       #"system.lt", line 12
$/angle:wat[127]/HOH   128       #"system.lt", line 12
$/angle:wat[128]/HOH   129       #"system.lt", line 12
$/angle:wat[129]/HOH   130       #"system.lt", line 12
$/angle:wat[130]/HOH   131       #"system.lt", line 12
$/angle:wat[131]/HOH   132       #"system.lt", line 12
$/angle:wat[132]/HOH   133       #"system.lt", line 12
$/angle:wat[133]/HOH   134       #"system.lt", line 12
$/angle:wat[134]/HOH   135       #"system.lt", line 12
$/angle:wat[135]/HOH   136       #"system.lt", line 12
$/angle:wat[136]/HOH   137       #"system.lt", line 12
$/angle:wat[137]/HOH   138       #"system.lt", line 12
$/angle:wat[138]/HOH   139       #"system.lt", line 12
$/angle:wat[139]/HOH   140       #"system.lt", line 12
$/angle:wat[140]/HOH   141       #"system.lt", line 12
$/angle:wat[141]/HOH   142       #"system.lt", line 12
$/angle:wat[142]/HOH   143       #"system.lt", line 12
$/angle:wat[143]/HOH   144       #"system.lt", line 12
$/angle:wat[144]/HOH   145       #"system.lt", line 12
$/angle:wat[145]/HOH   146       #"system.lt", line 12
$/angle:wat[146]/HOH   147       #"system.lt", line 12
$/angle:wat[147]/HOH   148       #"system.lt", line 12
$/angle:wat[148]/HOH   149       #"system.lt", line 12
$/angle:wat[149]/HOH   150       #"system.lt", line 12
$/angle:wat[150]/HOH   151       #"system.lt", line 12
$/angle:wat[151]/HOH   152       #"system.lt", line 12
$/angle:wat[152]/HOH   153       #"system.lt", line 12
$/angle:wat[153]/HOH   154       #"system.lt", line 12
$/angle:wat[154]/HOH   155       #"system.lt", line 12
$/angle:wat[155]/HOH   156       #"system.lt", line 12
$/angle:wat[156]/HOH   157       #"system.lt", line 12
$/angle:wat[157]/HOH   158       #"system.lt", line 12
$/angle:wat[158]/HOH   159       #"system.lt", line 12
$/angle:wat[159]/HOH   160       #"system.lt", line 12
$/angle:wat[160]/HOH   161       #"system.lt", line 12
